Country,Sales,Date,Time
France,419.86,3/3/2019 0:00,8:03:00 AM
Indonesia,5.04,3/8/2019 0:00,8:17:00 AM
China,181.86,3/28/2019 0:00,3:13:00 AM
Indonesia,0.0,4/29/2019 0:00,4:47:00 AM
Indonesia,7.56,6/7/2019 0:00,12:52:00 PM
China,203.66,7/25/2019 0:00,3:23:00 AM
Ecuador,0.0,9/24/2019 0:00,9:04:00 AM
France,139.44,9/25/2019 0:00,5:51:00 AM
Indonesia,0.0,10/3/2019 0:00,5:34:00 AM
China,0.0,10/19/2019 0:00,6:41:00 AM
China,0.0,10/22/2019 0:00,7:05:00 AM
Canada,53.91,11/22/2019 0:00,2:11:00 AM
China,33.88,12/6/2019 0:00,7:15:00 AM
Indonesia,194.87,12/21/2019 0:00,7:20:00 AM
Canada,199.95,2/4/2020 0:00,4:23:00 AM
Bangladesh,4.16,2/21/2020 0:00,1:53:00 AM
China,2.8,3/8/2020 0:00,10:43:00 AM
China,7.2,3/14/2020 0:00,11:25:00 AM
China,272.14,3/18/2020 0:00,11:26:00 AM
Japan,186.67,4/8/2020 0:00,5:20:00 AM
South,197.82,7/27/2020 0:00,2:19:00 AM
Japan,269.82,8/20/2020 0:00,7:13:00 AM
Philippines,3.24,8/28/2020 0:00,3:01:00 AM
China,0.0,10/7/2020 0:00,5:55:00 AM
China,68.85,11/30/2020 0:00,8:40:00 AM
China,656.25,12/3/2020 0:00,9:16:00 AM
Indonesia,10.4,12/12/2020 0:00,12:02:00 PM
China,303.84,12/13/2020 0:00,2:47:00 AM
Jamaica,209.86,2/15/2021 0:00,4:55:00 AM
Philippines,113.81,7/5/2021 0:00,5:45:00 AM
China,359.91,8/23/2021 0:00,9:45:00 AM
Philippines,19.75,9/19/2021 0:00,6:24:00 AM
China,44.97,10/21/2021 0:00,9:31:00 AM
Indonesia,37.36,11/26/2021 0:00,1:26:00 AM
China,95.84,12/10/2021 0:00,10:54:00 AM
Mexico,239.85,12/20/2021 0:00,8:52:00 AM
China,863.04,1/5/2018 0:00,9:51:00 AM
China,91.08,1/7/2018 0:00,12:11:00 PM
Indonesia,388.16,1/11/2018 0:00,2:54:00 AM
Chile,225.48,1/16/2018 0:00,9:10:00 AM
Indonesia,8.4,1/27/2018 0:00,10:17:00 AM
Philippines,239.84,1/30/2018 0:00,2:17:00 AM
Egypt,223.4,2/18/2018 0:00,2:14:00 AM
Colombia,36.8,3/5/2018 0:00,1:48:00 AM
China,14.76,3/10/2018 0:00,12:35:00 PM
China,479.76,3/12/2018 0:00,12:58:00 PM
China,114.77,3/18/2018 0:00,4:36:00 AM
China,186.89,1/1/2018 0:00,6:57:00 AM
China,299.94,1/2/2018 0:00,3:41:00 AM
Indonesia,7.2,1/5/2018 0:00,12:50:00 PM
China,103.87,1/11/2018 0:00,5:28:00 AM
Philippines,97.11,1/25/2018 0:00,11:39:00 AM
Brazil,2.24,1/26/2018 0:00,4:09:00 AM
China,3.6,2/2/2018 0:00,8:41:00 AM
Brazil,9.6,2/15/2018 0:00,11:54:00 AM
Colombia,29.94,3/14/2018 0:00,2:45:00 AM
Philippines,14.99,7/15/2018 0:00,5:49:00 AM
Philippines,6.4,8/29/2018 0:00,11:34:00 AM
Japan,144.45,9/29/2018 0:00,1:04:00 AM
China,95.84,11/29/2018 0:00,1:40:00 AM
China,11.73,12/11/2018 0:00,2:55:00 AM
Greece,3.52,2/3/2019 0:00,1:06:00 AM
China,215.92,3/10/2019 0:00,1:52:00 AM
China,18.0,3/13/2019 0:00,1:21:00 AM
Indonesia,0.0,5/18/2019 0:00,7:59:00 AM
Indonesia,4.0,6/7/2019 0:00,4:59:00 AM
China,112.56,6/14/2019 0:00,3:41:00 AM
Philippines,2.4,8/6/2019 0:00,9:47:00 AM
China,7.98,8/9/2019 0:00,3:26:00 AM
Greece,5.44,8/26/2019 0:00,6:45:00 AM
China,6.76,12/17/2019 0:00,1:44:00 AM
France,2.4,12/31/2019 0:00,4:05:00 AM
China,5.6,1/25/2020 0:00,10:48:00 AM
Japan,76.48,3/5/2020 0:00,6:59:00 AM
Philippines,223.84,4/3/2020 0:00,7:22:00 AM
Mexico,79.6,6/27/2020 0:00,6:12:00 AM
China,155.87,7/4/2020 0:00,3:28:00 AM
Philippines,97.86,9/10/2020 0:00,7:23:00 AM
Panama,101.94,9/26/2020 0:00,12:01:00 PM
Germany,0.0,10/8/2020 0:00,7:29:00 AM
Colombia,103.87,11/8/2020 0:00,4:04:00 AM
Colombia,371.88,12/8/2020 0:00,12:14:00 PM
China,79.96,12/14/2020 0:00,10:35:00 AM
Japan,84.64,12/24/2020 0:00,3:49:00 AM
Indonesia,1.26,7/20/2021 0:00,11:24:00 AM
China,159.6,9/23/2021 0:00,7:01:00 AM
China,237.31,10/30/2021 0:00,6:29:00 AM
South,21.9,4/31/2019,9:11:00 PM
Indonesia,95.88,4/31/2020,9:33:00 PM
Philippines,27.3,1/9/2018 0:00,7:48:00 AM
Brazil,14.44,1/19/2018 0:00,8:52:00 AM
Brazil,85.36,1/29/2018 0:00,4:19:00 AM
Mexico,479.52,3/3/2018 0:00,1:17:00 AM
United,395.56,3/25/2018 0:00,12:45:00 PM
China,1248.75,3/30/2018 0:00,12:30:00 PM
China,0.0,4/9/2018 0:00,6:45:00 AM
Greece,719.82,1/1/2018 0:00,9:22:00 AM
Indonesia,0.2,1/1/2018 0:00,4:28:00 AM
Indonesia,121.72,1/4/2018 0:00,7:38:00 AM
Philippines,406.89,1/10/2018 0:00,3:13:00 AM
Mexico,149.94,1/19/2018 0:00,5:12:00 AM
France,26.97,1/30/2018 0:00,3:56:00 AM
Mexico,274.36,2/5/2018 0:00,2:43:00 AM
Philippines,181.87,2/26/2018 0:00,5:13:00 AM
United,413.82,3/8/2018 0:00,7:42:00 AM
Philippines,0.0,4/7/2018 0:00,12:22:00 PM
China,239.76,4/9/2018 0:00,1:39:00 AM
France,18.54,4/27/2018 0:00,12:50:00 PM
China,5.46,6/10/2018 0:00,2:54:00 AM
Philippines,242.82,8/2/2018 0:00,4:57:00 AM
Philippines,169.83,8/28/2018 0:00,5:07:00 AM
Canada,0.0,9/3/2018 0:00,11:18:00 AM
Philippines,99.9,9/18/2018 0:00,9:36:00 AM
China,199.04,10/7/2018 0:00,10:45:00 AM
United,679.49,10/9/2018 0:00,9:52:00 AM
Philippines,351.84,10/20/2018 0:00,11:41:00 AM
Germany,179.85,10/31/2018 0:00,11:41:00 AM
Japan,1.02,3/1/2019 0:00,1:35:00 AM
China,288.9,3/24/2019 0:00,1:38:00 AM
Egypt,189.0,3/24/2019 0:00,3:01:00 AM
China,191.9,4/5/2019 0:00,9:11:00 AM
United,0.0,4/8/2019 0:00,2:03:00 AM
Philippines,99.52,4/13/2019 0:00,4:54:00 AM
Japan,10.05,6/19/2019 0:00,5:55:00 AM
France,242.82,8/19/2019 0:00,8:24:00 AM
China,223.92,9/8/2019 0:00,2:40:00 AM
Indonesia,203.88,9/10/2019 0:00,1:13:00 AM
Philippines,17.97,10/28/2019 0:00,9:51:00 AM
China,165.0,12/1/2019 0:00,9:22:00 AM
Japan,0.52,1/18/2020 0:00,6:58:00 AM
Canada,1.02,2/4/2020 0:00,7:23:00 AM
China,149.95,2/4/2020 0:00,7:39:00 AM
France,0.6,2/8/2020 0:00,9:54:00 AM
Philippines,88.36,2/10/2020 0:00,4:51:00 AM
Colombia,84.95,2/12/2020 0:00,12:02:00 PM
Indonesia,0.84,2/17/2020 0:00,9:28:00 AM
Brazil,0.87,2/26/2020 0:00,6:59:00 AM
China,40.77,3/3/2020 0:00,3:27:00 AM
Colombia,2.6,3/7/2020 0:00,9:32:00 AM
China,995.16,3/15/2020 0:00,4:49:00 AM
China,0.0,4/8/2020 0:00,1:21:00 AM
Egypt,376.87,4/10/2020 0:00,5:46:00 AM
Japan,299.55,7/14/2020 0:00,11:24:00 AM
China,140.58,8/21/2020 0:00,6:14:00 AM
Colombia,609.62,9/23/2020 0:00,5:52:00 AM
Philippines,287.84,10/15/2020 0:00,11:11:00 AM
Japan,145.47,10/21/2020 0:00,12:48:00 PM
China,12.99,2/12/2021 0:00,3:03:00 AM
France,69.93,2/15/2021 0:00,10:19:00 AM
China,109.89,3/6/2021 0:00,1:35:00 AM
China,15.34,7/8/2021 0:00,2:09:00 AM
Canada,74.95,7/18/2021 0:00,9:30:00 AM
Colombia,264.7,9/4/2021 0:00,10:22:00 AM
China,0.0,9/11/2021 0:00,10:23:00 AM
France,191.68,10/4/2021 0:00,7:40:00 AM
China,100.8,1/10/2018 0:00,8:53:00 AM
China,876.8,1/17/2018 0:00,7:58:00 AM
Colombia,30.4,3/25/2018 0:00,3:45:00 AM
Pakistan,0.0,4/10/2018 0:00,6:29:00 AM
China,101.34,1/1/2018 0:00,11:20:00 AM
China,69.93,1/11/2018 0:00,1:44:00 AM
China,39.96,1/18/2018 0:00,4:31:00 AM
China,219.5,1/21/2018 0:00,1:29:00 AM
China,239.94,1/25/2018 0:00,7:00:00 AM
China,87.89,1/29/2018 0:00,7:25:00 AM
Indonesia,4.9,3/29/2018 0:00,3:07:00 AM
Brazil,0.0,4/13/2018 0:00,4:58:00 AM
China,97.86,4/16/2018 0:00,4:34:00 AM
Philippines,116.8,8/4/2018 0:00,12:13:00 PM
Somalia,46.25,8/16/2018 0:00,11:51:00 AM
Brazil,44.97,9/8/2018 0:00,3:44:00 AM
South,0.0,10/7/2018 0:00,6:16:00 AM
China,287.1,12/8/2018 0:00,9:36:00 AM
Pakistan,1.02,12/31/2018 0:00,10:50:00 AM
China,27.18,3/12/2019 0:00,4:34:00 AM
China,2.4,3/15/2019 0:00,12:03:00 PM
Philippines,127.33,3/29/2019 0:00,5:12:00 AM
China,0.0,4/19/2019 0:00,9:41:00 AM
China,89.95,5/13/2019 0:00,11:34:00 AM
Philippines,132.86,7/26/2019 0:00,4:28:00 AM
Japan,17.12,8/15/2019 0:00,1:46:00 AM
France,9.78,8/21/2019 0:00,9:12:00 AM
Brazil,71.94,8/21/2019 0:00,11:52:00 AM
China,229.4,8/28/2019 0:00,8:47:00 AM
China,0.0,9/24/2019 0:00,7:04:00 AM
Indonesia,0.0,9/27/2019 0:00,1:08:00 AM
China,63.2,10/15/2019 0:00,3:46:00 AM
Philippines,69.99,12/8/2019 0:00,2:56:00 AM
China,0.54,1/4/2020 0:00,1:34:00 AM
China,197.82,1/28/2020 0:00,6:03:00 AM
Mexico,16.99,3/1/2020 0:00,2:13:00 AM
Japan,149.5,3/24/2020 0:00,10:23:00 AM
China,319.52,4/2/2020 0:00,7:37:00 AM
Philippines,125.82,4/19/2020 0:00,12:27:00 PM
China,504.0,5/9/2020 0:00,5:59:00 AM
Philippines,0.0,5/20/2020 0:00,8:58:00 AM
China,7.88,7/25/2020 0:00,7:17:00 AM
China,623.87,8/7/2020 0:00,6:06:00 AM
Philippines,0.0,9/1/2020 0:00,6:21:00 AM
China,20.7,9/6/2020 0:00,5:07:00 AM
China,12.04,12/5/2020 0:00,6:12:00 AM
Philippines,289.7,12/8/2020 0:00,3:42:00 AM
Brazil,1303.68,1/23/2021 0:00,3:06:00 AM
China,5.46,2/3/2021 0:00,12:36:00 PM
Indonesia,139.3,3/5/2021 0:00,3:40:00 AM
China,339.83,4/7/2021 0:00,4:39:00 AM
China,194.87,4/22/2021 0:00,11:18:00 AM
China,0.0,5/18/2021 0:00,7:00:00 AM
China,380.0,5/18/2021 0:00,5:13:00 AM
China,134.82,5/19/2021 0:00,10:40:00 AM
Philippines,1913.6,1/1/2018 0:00,3:09:00 AM
United,151.92,1/1/2018 0:00,12:41:00 PM
Indonesia,59.49,1/3/2018 0:00,5:55:00 AM
Japan,1033.5,1/5/2018 0:00,10:58:00 AM
Philippines,1438.5,1/6/2018 0:00,11:08:00 AM
China,158.18,1/9/2018 0:00,8:55:00 AM
Indonesia,12.5,1/22/2018 0:00,11:04:00 AM
Philippines,89.15,1/26/2018 0:00,12:30:00 PM
Colombia,10.0,1/26/2018 0:00,1:18:00 AM
Brazil,257.83,1/27/2018 0:00,1:52:00 AM
Mali,128.16,2/5/2018 0:00,5:04:00 AM
Mali,449.55,3/21/2018 0:00,6:04:00 AM
China,519.74,3/28/2018 0:00,12:16:00 PM
Greece,245.76,4/18/2018 0:00,9:55:00 AM
China,0.0,4/29/2018 0:00,7:32:00 AM
China,539.58,1/1/2018 0:00,12:09:00 PM
Egypt,107.82,1/12/2018 0:00,11:07:00 AM
Indonesia,6.49,1/23/2018 0:00,4:10:00 AM
Philippines,1.98,2/4/2018 0:00,9:33:00 AM
China,21.98,2/8/2018 0:00,1:10:00 AM
China,5.44,2/21/2018 0:00,8:09:00 AM
Brazil,1.3,2/22/2018 0:00,4:01:00 AM
China,113.62,2/28/2018 0:00,10:41:00 AM
Indonesia,151.12,3/13/2018 0:00,3:31:00 AM
Chile,45.98,3/15/2018 0:00,12:19:00 PM
China,48.93,3/26/2018 0:00,8:46:00 AM
Philippines,1034.85,4/2/2018 0:00,2:55:00 AM
Japan,0.0,5/4/2018 0:00,5:37:00 AM
China,22.99,5/25/2018 0:00,9:46:00 AM
Somalia,18.99,6/19/2018 0:00,10:15:00 AM
Brazil,299.96,8/27/2018 0:00,10:14:00 AM
Brazil,1.11,8/28/2018 0:00,7:03:00 AM
Brazil,0.0,9/5/2018 0:00,6:31:00 AM
Philippines,9.99,9/14/2018 0:00,6:42:00 AM
China,421.32,9/17/2018 0:00,11:17:00 AM
China,0.0,10/26/2018 0:00,2:35:00 AM
Mexico,103.87,10/31/2018 0:00,12:17:00 PM
Philippines,3.8,1/28/2019 0:00,5:23:00 AM
Philippines,12.68,3/9/2019 0:00,9:38:00 AM
China,48.93,4/9/2019 0:00,5:47:00 AM
Greece,69.86,4/19/2019 0:00,9:35:00 AM
China,118.44,5/1/2019 0:00,5:23:00 AM
Japan,49.9,5/2/2019 0:00,1:03:00 AM
China,322.81,5/18/2019 0:00,11:21:00 AM
Brazil,0.0,10/28/2019 0:00,1:48:00 AM
China,199.9,2/4/2020 0:00,9:48:00 AM
China,31.44,2/7/2020 0:00,6:15:00 AM
Philippines,0.16,2/20/2020 0:00,11:45:00 AM
Canada,0.0,4/18/2020 0:00,8:43:00 AM
China,83.94,5/7/2020 0:00,6:16:00 AM
Germany,33.98,8/16/2020 0:00,4:05:00 AM
France,19.98,9/12/2020 0:00,6:12:00 AM
Indonesia,407.4,4/16/2021 0:00,2:16:00 AM
Philippines,0.0,4/22/2021 0:00,5:44:00 AM
China,47.88,4/27/2021 0:00,12:46:00 PM
Indonesia,484.5,1/8/2018 0:00,4:11:00 AM
Indonesia,1.26,1/20/2018 0:00,9:23:00 AM
Philippines,59.52,1/26/2018 0:00,10:04:00 AM
Indonesia,5.51,2/18/2018 0:00,9:21:00 AM
Mexico,740.61,3/18/2018 0:00,10:30:00 AM
Colombia,0.0,5/3/2018 0:00,2:32:00 AM
China,552.37,1/12/2018 0:00,5:12:00 AM
China,379.81,1/14/2018 0:00,7:26:00 AM
Mali,210.9,1/17/2018 0:00,7:15:00 AM
China,50.94,1/21/2018 0:00,3:11:00 AM
Colombia,89.95,1/22/2018 0:00,3:33:00 AM
Brazil,151.81,1/22/2018 0:00,9:01:00 AM
Colombia,125.82,2/9/2018 0:00,3:18:00 AM
Indonesia,1.5,3/5/2018 0:00,5:54:00 AM
Mexico,19.98,5/12/2018 0:00,8:02:00 AM
China,103.8,8/30/2018 0:00,11:40:00 AM
Indonesia,53.94,10/26/2018 0:00,2:42:00 AM
China,493.87,12/29/2018 0:00,6:36:00 AM
Colombia,185.79,1/12/2019 0:00,5:06:00 AM
Mexico,19.99,3/6/2019 0:00,9:37:00 AM
Indonesia,69.93,3/10/2019 0:00,5:22:00 AM
Colombia,5.6,3/20/2019 0:00,3:50:00 AM
China,599.9,3/31/2019 0:00,8:21:00 AM
Indonesia,349.86,4/18/2019 0:00,11:36:00 AM
Brazil,99.2,4/26/2019 0:00,12:51:00 PM
Greece,152.83,5/15/2019 0:00,7:36:00 AM
China,63.92,7/7/2019 0:00,7:18:00 AM
Brazil,77.4,7/15/2019 0:00,4:52:00 AM
China,9.31,7/15/2019 0:00,4:50:00 AM
Indonesia,883.87,10/4/2019 0:00,1:36:00 AM
Colombia,27.98,12/15/2019 0:00,2:40:00 AM
Brazil,433.62,12/31/2019 0:00,8:57:00 AM
China,164.89,1/16/2020 0:00,10:10:00 AM
China,1.86,2/24/2020 0:00,7:18:00 AM
China,4.08,3/19/2020 0:00,10:41:00 AM
China,2.6,7/4/2020 0:00,4:17:00 AM
China,1895.88,8/10/2020 0:00,9:16:00 AM
Colombia,44.85,9/5/2020 0:00,10:46:00 AM
Indonesia,0.0,9/5/2020 0:00,11:17:00 AM
China,120.45,9/9/2020 0:00,8:23:00 AM
China,127.84,9/19/2020 0:00,10:38:00 AM
France,179.55,10/8/2020 0:00,12:41:00 PM
Philippines,774.48,10/13/2020 0:00,10:40:00 AM
Indonesia,0.0,10/16/2020 0:00,10:05:00 AM
Japan,62.97,12/3/2020 0:00,6:36:00 AM
Mexico,63.24,12/26/2020 0:00,12:15:00 PM
China,85.68,2/4/2021 0:00,8:12:00 AM
China,143.91,5/31/2021 0:00,2:22:00 AM
China,31.52,9/9/2021 0:00,9:02:00 AM
Indonesia,0.0,10/15/2021 0:00,6:19:00 AM
Indonesia,1700.15,1/1/2018 0:00,2:43:00 AM
Indonesia,0.6,1/3/2018 0:00,4:28:00 AM
Indonesia,269.9,1/10/2018 0:00,4:03:00 AM
Philippines,1188.18,1/12/2018 0:00,5:56:00 AM
Mexico,1508.22,1/25/2018 0:00,5:00:00 AM
Panama,569.08,3/3/2018 0:00,9:37:00 AM
South,53.9,4/9/2018 0:00,9:14:00 AM
China,0.0,5/11/2018 0:00,2:53:00 AM
China,59.95,1/8/2018 0:00,6:42:00 AM
China,3.85,1/15/2018 0:00,8:33:00 AM
China,11.89,1/16/2018 0:00,6:29:00 AM
China,363.63,1/27/2018 0:00,8:45:00 AM
Philippines,845.82,3/12/2018 0:00,10:36:00 AM
China,0.0,4/10/2018 0:00,1:58:00 AM
China,15.98,4/10/2018 0:00,4:20:00 AM
China,47.94,4/20/2018 0:00,6:38:00 AM
Brazil,0.0,5/25/2018 0:00,6:03:00 AM
China,1.4,6/7/2018 0:00,5:30:00 AM
China,5.15,8/31/2018 0:00,10:50:00 AM
Indonesia,0.0,9/8/2018 0:00,8:27:00 AM
France,47.94,10/12/2018 0:00,11:49:00 AM
Philippines,455.81,11/11/2018 0:00,4:54:00 AM
China,191.4,12/30/2018 0:00,7:49:00 AM
Germany,64.32,2/28/2019 0:00,11:20:00 AM
China,70.7,5/27/2019 0:00,2:13:00 AM
Colombia,1019.83,6/6/2019 0:00,3:35:00 AM
Pakistan,2.31,6/11/2019 0:00,11:34:00 AM
China,15.0,7/8/2019 0:00,6:54:00 AM
Bangladesh,107.88,7/17/2019 0:00,8:48:00 AM
China,0.0,10/18/2019 0:00,3:59:00 AM
China,269.85,11/21/2019 0:00,12:00:00 PM
France,116.91,12/20/2019 0:00,2:50:00 AM
Germany,359.82,3/10/2020 0:00,10:47:00 AM
Indonesia,127.96,4/3/2020 0:00,8:49:00 AM
Indonesia,0.0,4/8/2020 0:00,12:57:00 PM
China,231.14,4/9/2020 0:00,9:45:00 AM
China,13.14,5/29/2020 0:00,10:32:00 AM
China,899.85,5/30/2020 0:00,7:50:00 AM
Philippines,90.5,6/30/2020 0:00,7:32:00 AM
China,209.94,8/16/2020 0:00,1:15:00 AM
China,188.93,10/6/2020 0:00,5:15:00 AM
Japan,0.0,10/11/2020 0:00,8:35:00 AM
Germany,495.0,10/31/2020 0:00,2:45:00 AM
Indonesia,25.75,4/18/2021 0:00,5:23:00 AM
China,359.55,10/6/2021 0:00,12:03:00 PM
Indonesia,33.76,12/2/2021 0:00,12:02:00 PM
Greece,858.82,1/1/2018 0:00,5:02:00 AM
Japan,6.28,1/13/2018 0:00,3:48:00 AM
Chile,882.7,1/20/2018 0:00,3:36:00 AM
China,367.08,1/20/2018 0:00,8:51:00 AM
China,14.7,2/24/2018 0:00,5:36:00 AM
United,101.88,4/17/2018 0:00,3:25:00 AM
China,39.29,1/9/2018 0:00,1:46:00 AM
Indonesia,234.33,1/11/2018 0:00,11:53:00 AM
China,25.94,1/20/2018 0:00,12:38:00 PM
China,3299.9,1/25/2018 0:00,6:23:00 AM
Indonesia,107.51,1/27/2018 0:00,12:54:00 PM
China,16.98,2/14/2018 0:00,6:18:00 AM
China,2.56,2/19/2018 0:00,6:51:00 AM
Canada,71.5,2/20/2018 0:00,5:49:00 AM
China,136.14,2/28/2018 0:00,8:42:00 AM
Indonesia,87.24,5/7/2018 0:00,8:42:00 AM
China,0.0,5/25/2018 0:00,6:18:00 AM
China,33.98,5/31/2018 0:00,6:13:00 AM
Colombia,25.9,8/19/2018 0:00,8:58:00 AM
China,191.2,10/26/2018 0:00,10:13:00 AM
China,0.0,11/7/2018 0:00,2:04:00 AM
United,88.0,8/2/2019 0:00,4:47:00 AM
China,39.9,8/13/2019 0:00,12:41:00 PM
Brazil,264.75,10/10/2019 0:00,1:16:00 AM
Indonesia,0.0,10/27/2019 0:00,12:23:00 PM
China,3499.86,10/29/2019 0:00,11:44:00 AM
China,179.85,11/3/2019 0:00,12:18:00 PM
Mexico,197.55,12/3/2019 0:00,4:19:00 AM
Indonesia,59.95,12/25/2019 0:00,12:26:00 PM
China,0.8,2/2/2020 0:00,3:52:00 AM
United,83.82,2/2/2020 0:00,9:52:00 AM
Indonesia,71.22,2/10/2020 0:00,8:26:00 AM
Indonesia,17.82,2/28/2020 0:00,3:33:00 AM
China,98.91,3/4/2020 0:00,2:02:00 AM
France,87.6,3/13/2020 0:00,2:17:00 AM
China,64.61,4/21/2020 0:00,3:08:00 AM
China,142.45,4/24/2020 0:00,11:50:00 AM
China,219.5,5/14/2020 0:00,7:59:00 AM
Greece,90.93,6/29/2020 0:00,3:51:00 AM
Greece,0.6,7/26/2020 0:00,9:17:00 AM
Philippines,104.85,8/7/2020 0:00,10:42:00 AM
Indonesia,32.3,8/13/2020 0:00,6:29:00 AM
China,90.72,9/17/2020 0:00,3:08:00 AM
China,659.98,9/24/2020 0:00,5:07:00 AM
China,47.96,10/2/2020 0:00,11:57:00 AM
Cameroon,0.0,10/8/2020 0:00,10:40:00 AM
China,194.61,2/21/2021 0:00,4:13:00 AM
Indonesia,23.76,3/29/2021 0:00,1:43:00 AM
Egypt,45.78,7/8/2021 0:00,1:37:00 AM
Philippines,159.68,7/8/2021 0:00,7:07:00 AM
China,0.0,10/6/2021 0:00,10:06:00 AM
China,8.7,10/18/2021 0:00,3:34:00 AM
Indonesia,49.98,1/20/2018 0:00,12:59:00 PM
China,6096.5,2/8/2018 0:00,8:22:00 AM
France,3999.96,2/18/2018 0:00,9:16:00 AM
Indonesia,239.85,2/23/2018 0:00,6:57:00 AM
China,639.6,3/18/2018 0:00,5:35:00 AM
China,521.56,4/29/2018 0:00,10:59:00 AM
China,75.42,4/29/2018 0:00,4:52:00 AM
France,310.05,5/19/2018 0:00,1:17:00 AM
Indonesia,8.4,1/4/2018 0:00,7:59:00 AM
Brazil,124.92,1/9/2018 0:00,12:08:00 PM
China,144.54,1/9/2018 0:00,6:07:00 AM
Brazil,71.73,1/15/2018 0:00,7:13:00 AM
China,11.99,1/28/2018 0:00,10:43:00 AM
Philippines,379.81,2/26/2018 0:00,2:43:00 AM
Mexico,5939.82,3/11/2018 0:00,1:29:00 AM
China,71.82,3/26/2018 0:00,9:56:00 AM
Canada,1529.49,3/31/2018 0:00,6:02:00 AM
China,179.94,4/6/2018 0:00,4:06:00 AM
Philippines,113.81,4/11/2018 0:00,12:08:00 PM
Australia,76.89,4/12/2018 0:00,6:57:00 AM
France,63.68,4/17/2018 0:00,4:30:00 AM
Philippines,4.0,6/13/2018 0:00,12:50:00 PM
Indonesia,6.32,9/7/2018 0:00,3:24:00 AM
China,293.72,9/16/2018 0:00,1:34:00 AM
China,230.67,10/23/2018 0:00,9:31:00 AM
Indonesia,48.93,10/23/2018 0:00,11:28:00 AM
China,21.98,12/6/2018 0:00,12:41:00 PM
Somalia,189.81,2/6/2019 0:00,5:14:00 AM
Philippines,69.9,4/28/2019 0:00,1:18:00 AM
Egypt,89.95,5/15/2019 0:00,12:25:00 PM
China,323.82,6/10/2019 0:00,10:17:00 AM
China,7.37,6/24/2019 0:00,2:23:00 AM
China,487.24,7/9/2019 0:00,9:58:00 AM
China,83.82,7/31/2019 0:00,5:14:00 AM
China,99.75,9/10/2019 0:00,10:29:00 AM
China,0.0,10/6/2019 0:00,4:47:00 AM
Canada,2.38,2/15/2020 0:00,6:29:00 AM
Mexico,81.56,3/2/2020 0:00,12:50:00 PM
Philippines,64.2,3/28/2020 0:00,5:27:00 AM
China,336.24,6/24/2020 0:00,9:39:00 AM
Philippines,9.75,8/5/2020 0:00,8:20:00 AM
China,118.83,8/23/2020 0:00,3:16:00 AM
Philippines,359.82,8/25/2020 0:00,7:13:00 AM
China,0.9,12/20/2020 0:00,3:35:00 AM
China,68.97,12/24/2020 0:00,12:54:00 PM
China,179.55,3/4/2021 0:00,1:58:00 AM
Japan,419.88,4/27/2021 0:00,10:45:00 AM
China,0.0,9/4/2021 0:00,2:10:00 AM
Brazil,0.0,10/11/2021 0:00,9:55:00 AM
China,0.0,10/24/2021 0:00,7:18:00 AM
Canada,10.8,1/1/2018 0:00,4:59:00 AM
China,119.88,1/2/2018 0:00,5:51:00 AM
Colombia,2.66,3/30/2018 0:00,7:42:00 AM
Philippines,152.91,5/10/2018 0:00,7:20:00 AM
France,79.6,1/1/2018 0:00,8:10:00 AM
China,27.18,1/2/2018 0:00,10:28:00 AM
China,16.32,1/4/2018 0:00,11:47:00 AM
China,0.72,1/7/2018 0:00,4:54:00 AM
China,167.92,1/8/2018 0:00,6:25:00 AM
China,22.4,1/18/2018 0:00,12:40:00 PM
Indonesia,287.64,1/21/2018 0:00,3:27:00 AM
Indonesia,59.98,2/6/2018 0:00,4:02:00 AM
Mexico,174.95,4/24/2018 0:00,11:17:00 AM
China,159.2,8/15/2018 0:00,4:32:00 AM
Japan,119.94,9/18/2018 0:00,8:01:00 AM
United,19.9,9/19/2018 0:00,6:52:00 AM
China,3.2,12/24/2018 0:00,11:53:00 AM
Canada,7.2,12/25/2018 0:00,8:15:00 AM
China,0.75,1/18/2019 0:00,7:08:00 AM
China,322.81,3/5/2019 0:00,5:35:00 AM
China,2.1,3/11/2019 0:00,11:52:00 AM
Mexico,611.1,3/21/2019 0:00,11:20:00 AM
France,0.0,4/11/2019 0:00,4:24:00 AM
Indonesia,0.0,4/27/2019 0:00,10:17:00 AM
Indonesia,130.76,5/17/2019 0:00,6:09:00 AM
Albania,77.22,6/26/2019 0:00,10:55:00 AM
United,44.65,7/13/2019 0:00,5:32:00 AM
Japan,740.4,8/8/2019 0:00,9:51:00 AM
Indonesia,14.45,8/29/2019 0:00,9:46:00 AM
China,39.96,9/4/2019 0:00,12:35:00 PM
China,1999.92,11/2/2019 0:00,9:16:00 AM
China,69.85,12/11/2019 0:00,9:28:00 AM
Philippines,274.89,2/19/2020 0:00,6:35:00 AM
Japan,5.88,2/20/2020 0:00,4:55:00 AM
China,209.86,4/22/2020 0:00,6:36:00 AM
China,0.0,4/26/2020 0:00,5:05:00 AM
China,35.98,5/7/2020 0:00,6:23:00 AM
Japan,62.65,5/16/2020 0:00,8:49:00 AM
China,0.91,7/8/2020 0:00,9:11:00 AM
China,61.6,8/13/2020 0:00,11:37:00 AM
China,279.58,8/18/2020 0:00,2:47:00 AM
Indonesia,569.43,9/8/2020 0:00,6:46:00 AM
Germany,386.88,9/26/2020 0:00,1:23:00 AM
